comparison,reward_gap_mean,reward_gap_std,improvement_gap_mean,improvement_gap_std,train_minute_delta_mean,train_minute_delta_std,gain_per_minute_gap_mean,gain_per_minute_gap_std,grpo_win_count,num_seeds
GRPO_vs_PPO,0.3241984256439739,0.039984507213831004,0.3241984256439739,0.039984507213831004,1.3236340125401813,0.0005046349018112855,0.09874815922140175,0.04112867724994219,3,3
GRPO_vs_DPO,0.3686636483076856,0.02067916471160209,0.3686636483076856,0.02067916471160209,-0.1222223003705342,0.05105719881576483,0.16824224177089664,0.007791274904317194,3,3
