seed,winner,grpo_reward,grpo_gain,grpo_train_minutes,ppo_reward,ppo_gain,ppo_train_minutes,dpo_reward,dpo_gain,dpo_train_minutes
7,GRPO,0.5578631641964118,0.4094687374017667,2.2098827362060547,0.1931963129900396,0.04480188619539452,0.8857875068982443,0.17268444030778482,0.024290013513139752,2.3138532280921935
42,GRPO,0.539515063414971,0.38051199857145546,2.1809762994448345,0.21630271514877678,0.05729965030526121,0.8572644869486491,0.1940443826567692,0.03504131781325365,2.3608733574549357
123,GRPO,0.5455505389720201,0.39555110036162655,2.2081815004348755,0.26083446151266493,0.11083502290227137,0.8850865046183268,0.170208998695792,0.020209560085398454,2.290980851650238
